architecture,is_architecture,author/s,city,country,start_year,end_year,qty_title,qty_paragraph,qty_caption,qty_unassigned,qty,certainty_score,fuctional_type_infered,fuctional_type_classified,uses_wikipedia
Avenue de Versailles,Yes,Berthold Lubetkin,Paris,France,1931,1931,0,1,1,0,2,0.9991259277,apartment,Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital,FALSE
Boulevard Raspail,No,,,,,,,,,,,,,,
Maison de Verre,Yes,Bernard Bijvoet,Paris,French,1928,1932,0,3,1,0,4,0.9992857178,house,Hospital / Clinic / Dispensary,TRUE
Gooiland Hotel,Yes,Stam,Hilversum,Netherlands,1936,1936,0,1,1,0,2,0.9740831852,house,Hotel,FALSE
Maison Suspendue,Yes,Paul Nelson,Paris,France,1936,1936,0,1,0,0,1,0.9991880059,house,Restaurant / Bar / Coffee Shop,FALSE
Suez Canal Company,No,,,,,,,,,,,,,,
Travaux Publics,No,,,,,,,,,,,,,,
Bibliotheque Nationale,Yes,Richelieu,Paris,France,1721,1721,0,2,2,0,4,0.9797724783,library,Library,TRUE
Avenue Foch,No,,,,,,,,,,,,,,
Hétel de Ville,Yes,Auguste Perret,Paris,French,1925,1925,0,0,0,1,1,0.999833703,apartment building,Hotel,FALSE
Amsterdam Beurs Exchange,Yes,Le Corbusier,Amsterdam,Netherlands,1905,1905,0,0,0,1,1,0.9993327856,office,Stock Exchange,FALSE
Perls Haus,Yes,Mies,Berlin- Zehlendorf,Germany,1911,1911,0,1,0,0,1,0.9721947312,house,Hospital / Clinic / Dispensary,FALSE
Schinkelesque,Yes,Behrens,Barcelona,Spain,1911,1912,0,4,0,0,4,0.92385149,Schinkelesque,Synagogue,FALSE
Boullée - like,No,,,,,,,,,,,,,,
Friedrichstrasse,No,,,,,,,,,,,,,,
project office building,Yes,the architect/s behind the project office building,New York,United States,1905,1905,0,0,0,1,1,0.9961245656,office,Government Administrative Offices,FALSE
Friedrich - strasse Station,No,,,,,,,,,,,,,,
Reichsbank project,No,,,,,,,,,,,,,,
Wolf House,Yes,Barton Myers,Toronto,Canadian,1925,1977,0,2,0,0,2,0.9995926321,house,Farm / Stable,FALSE
Barcelona Pavilion,Yes,Mies van der Rohe,Barcelona,Spain,1930,1924,0,7,1,0,8,0.9995590746,exhibition space,Meeting Pavilion,TRUE
project brick country house,Yes,William Smith,New York City,United States,1905,1905,0,0,0,1,1,0.9968031049,house,Farm / Stable,FALSE
German Pavilion,Yes,Ludwig Mies van der Rohe and Lilly Reich,Barcelona,Spain,1924,1986,0,3,3,1,7,0.9989718318,exhibition space,Meeting Pavilion,TRUE
Tugendhat,No,,,,,,,,,,,,,,
Zeilenbau block,Yes,Mies,Berlin,Germany,1901,1932,0,1,0,0,1,0.9960694313,Zeilenbau block,Hospital / Clinic / Dispensary,FALSE
German State Pavilion,Yes,Mies,Barcelona,Spain,1929,1929,1,0,0,0,1,0.9958992004,apartment house,Meeting Pavilion,FALSE
Tugendhat House,Yes,Mies,New York,United States,1929,1929,0,3,2,0,5,0.9998505116,villa,Hospital / Clinic / Dispensary,TRUE
Barcelona,No,,,,,,,,,,,,,,
Building Exhibition house,Yes,Mies van der Rohe,Berlin,Germany,1931,1933,0,2,0,0,2,0.9478375316,Berlin Building Exhibition house of 1931,Exhibition Pavilion,FALSE
Reichsbank,No,,,,,,,,,,,,,,
Abramtsevo Estate,Yes,Nikolai Gogol,Moscow,Russia,1870,1870,0,1,0,0,1,0.9758521914,estate,Hospital / Clinic / Dispensary,TRUE
Abramtsevo Chapel,Yes,Vasnetsov,Moscow,Russia,1882,1882,0,0,0,1,1,0.9998342991,"medieval revivalism (Old Russian style) exemplified in V.M. Vasnetsov’s Abramtsevo Chapel (1882) to Leonid Pasternak’s designs for the first production of Rimsky-Korsakov’s opera The Snow Maiden (1883), the works of the Tenisheva colony were more modest in scale, consisting of simple, light, fretted houses",Church,FALSE
Kremlin Palace,Yes,Konstantin Thon,Moscow,Russia,1837,2024,0,1,0,0,1,0.9993495941,house,Government Residence and Palace,TRUE
Rayabushinsky Mansion,Yes,F.O. Shekhtel,Moscow,Russian,1900,1900,0,1,0,0,1,0.9998504519,house,Government Residence and Palace,FALSE
Tretyakov Gallery,Yes,V. Bashkirov,Moscow,Russia,1913,1956,0,1,0,0,1,0.9805394411,house,Museum,TRUE
New Trading Lines,No,,,,,,,,,,,,,,
Higher Artistic Technical Studios,No,,,,,,,,,,,,,,
Tatlin Tower,Yes,Viktor Shklovsky,Soviet,Russia,2021,2021,0,1,1,0,2,0.9965326488,monument,Observation Tower,TRUE
Wassily chair,No,,,,,,,,,,,,,,
Winter Palace,Yes,Alexander Kerensky,Russian Empire,Russia,1895,1917,0,1,0,0,1,0.987339437,house,Government Residence and Palace,TRUE
Moscow Arts Theatre,Yes,Konstantin Stanislavski,Moscow,Russia,1932,1898,0,1,0,0,1,0.9994780421,осковски удоественн академиески театр,Theater,TRUE
Tatlin ',No,,,,,,,,,,,,,,
Vkhutemas,No,,,,,,,,,,,,,,
USSR Pavilion,Yes,Konstantin Melnikov,Paris,USSR,1925,1925,0,1,2,0,3,0.9980413715,Vkhutemas,Meeting Pavilion,FALSE
Makhorka Pavilion,Yes,Melnikov,Moscow,Russia,1923,1925,0,1,0,0,1,0.991938889,exhibition pavilions,Meeting Pavilion,FALSE
Pavilion,Yes,Houghton Hall,English,England,18th-century,18th-century,3,76,35,1,115,0.9636932015,pavilion,Meeting Pavilion,TRUE
Sucharev Market,No,,,,,,,,,,,,,,
Exposition,No,,,,,,,,,,,,,,
Spartakiada Stadium,Yes,Korschev,Moscow,Russia,1926,1926,0,0,1,0,1,0.9991367459,stadium,Sports Center,FALSE
Pravda Building,Yes,Vesnin,Moscow,Russia,1923,1923,0,0,1,0,1,0.9996823072,residential,Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital,FALSE
Narkomfin,No,,,,,,,,,,,,,,
Lenin Institute,Yes,Marksa i F. Engelsa,Moscow,Russia,1956,1956,0,1,0,0,1,0.9988577366,office,University Auditorium,TRUE
Palace Culture project,No,,,,,,,,,,,,,,
project Palace Culture,No,,,,,,,,,,,,,,
Green City,No,,,,,,,,,,,,,,
project Magnitogorsk,No,,,,,,,,,,,,,,
Eugéne Hénard,No,,,,,,,,,,,,,,
Unité ' Habitation,No,,,,,,,,,,,,,,
Tsentrosoyuz building,Yes,Le Corbusier,Moscow,Russian,1929,1929,0,2,0,0,2,0.9995245934,residential zone,Hospital / Clinic / Dispensary,FALSE
Park Guell,Yes,Antoni Gaud,Barcelona,Spain,1900,1914,0,4,0,1,5,0.9846416712,house,Park,TRUE
Cartesian,No,,,,,,,,,,,,,,
Chandigarh Capitol,Yes,Le Corbusier,Punjab,India,1957,1957,0,2,1,0,3,0.9983180165,"Secretariat and Assembly Buildings. The realization of Chandigarh proper, as an abstract and ill-advised plan, can (as Stanislaus von Moos has argued) hardly be separated from the political aspirations of India at the time of its independence. For Chandigarh was more than the capital of the Punjab: it was the symbol of the New India. It epitomized the idea of a modern industrial state, the utopian destiny which Nehru had envisaged for India in total opposition to Gandhi's will. Thus Chandigarh had already been laid out as a picturesque ‘motopian’ suburbia by the American planner Albert Mayer before its hasty rationalization into a more or less orthogonal road network at the hands of Le Corbusier, in association with Pierre Jeanneret, Jane Drew and Maxwell Fry. The emerging crisis of Western Enlightenment, its inability to nurture an existing culture or even to sustain the significance of its own Classical forms, its lack of any goal beyond constant technical innovation and optimum economic growth, all seem to be summed up in the tragedy of Chandigarh - a city designed for automobiles in a country where many, as yet, still lack a bicycle",Town Hall or Municipality,FALSE
St - Dié,No,,,,,,,,,,,,,,
Maison Clarté,Yes,Le Corbusier and Pierre Jeanneret,Geneva,Switzerland,1928,1931,0,0,1,0,1,0.9994003177,house,Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary,TRUE
Pavillon Suisse,Yes,Le Corbusier,Paris,France,1930,1930,0,0,1,0,1,0.999668479,office,Restaurant / Bar / Coffee Shop,TRUE
Cité Universitaire,Yes,Le Corbusier,Paris,France,2006,2006,0,0,1,0,1,0.9990828037,house,University or College,TRUE
Salvation Army Building,Yes,Salvation Army Building,Salt Lake City,United States,1905,1905,0,0,0,1,1,0.9998314381,Salvation Army Building,Hospital / Clinic / Dispensary,TRUE
Porte Molitor apartments,Yes,Le Corbusier,Paris,Europe,1933,1933,0,1,1,0,2,0.977864027,apartment,Hotel,FALSE
Errazuriz House,Yes,Le Corbusier and Pierre Jeanneret,Chile,Chile,1930,1930,0,1,2,0,3,0.9975316127,house,Hospital / Clinic / Dispensary,FALSE
Pavillon des Temps Nouveaux,Yes,Le Corbusier,Paris,France,1937,1937,0,0,1,2,3,0.996973902,weekend house,Hospital / Clinic / Dispensary,FALSE
La Ville Radieuse,Yes,Le Corbusier,Lamour,French,1933,1933,0,2,0,0,2,0.9105184674,house,Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital,FALSE
