architecture,is_architecture,author/s,city,country,start_year,end_year,qty_title,qty_paragraph,qty_caption,qty_unassigned,qty,certainty_score,fuctional_type_infered,fuctional_type_classified,uses_wikipedia
Rothenberg House,Yes,Arne Jacobsen,Copenhagen,Europe,1930,1930,0,0,0,1,1,0.9998312593,house,Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary - Hospital / Clinic / Dispensary,FALSE
Monrad -,No,,,,,,,,,,,,,,
Aas House,Yes,Arne Jacobsen,Copenhagen,Europe,1930,1930,0,1,0,0,1,0.925513804,house,Hospital / Clinic / Dispensary,FALSE
Bellevue seaside resort,No,,,,,,,,,,,,,,
Bellavista housing,Yes,Jacobsen,Kastrup,Denmark,1936,1937,0,1,1,0,2,0.9995638132,house,Single-Family Housing,FALSE
Bellevue Theatre,Yes,Jacobsen,Copenhagen,Europe,1937,1937,0,1,0,0,1,0.9995676875,Restaurant,Theater,FALSE
Aarhus City Hall,Yes,Arne Jacobsen and Erik Mller,Aarhus,Denmark,1937,1941,0,0,2,0,2,0.9895812869,city hall,Town Hall or Municipality,TRUE
Bellavista Housing,Yes,Jacobsen,Copenhagen,Nordic,1931,1931,0,1,1,0,2,0.9880183935,house,Hospital / Clinic / Dispensary,FALSE
Sgholm Housing,Yes,Jacobsen,Copenhagen,Nordic,1950,1950,0,0,0,1,1,0.9994442463,house,Single-Family Housing,FALSE
Ssholm Housing,Yes,Jacobsen,Copenhagen,Nordic,1950,1950,0,0,1,0,1,0.9983795881,house,Hospital / Clinic / Dispensary,FALSE
Lever House,Yes,Gordon Bunshaft and Natalie de Blois,Manhattan,New York,1952,1952,0,0,1,0,1,0.9997007847,office,Hospital / Clinic / Dispensary,TRUE
SAS Royal Hotel,No,,,,,,,,,,,,,,
Munkegards Elementary School,Yes,Jacobsen,Soborg,Swedish,1958,1958,0,1,0,0,1,0.9997059703,school,Kindergarten,FALSE
CAC Engine Factory,Yes,Jacobsen,Soborg,Swedish,1950s,1950s,0,1,0,0,1,0.9977852702,industrial,Factory,FALSE
Pils Headquarters Building,Yes,KHRAS group,Soborg,Swedish,1993,1993,0,0,0,1,1,0.9997811317,office,Government Administrative Offices,FALSE
Munkegards School,Yes,Jacobsen,Soborg,Swedish,1958,1958,0,0,1,0,1,0.999273181,Munkegards Elementary School,University or College,FALSE
Fredensborg housing,Yes,Utzon,Copenhagen,Sweden,1956,1963,0,1,0,0,1,0.9980154037,house,Single-Family Housing,FALSE
Opera House,Yes,Vitruvius,Venice,Italy,1678,1701,0,7,3,0,10,0.9991767406,theater,Theater,TRUE
Bagsveerd Church,Yes,Utzon,Copenhagen,Sweden,1967,1967,0,1,0,0,1,0.9987974167,house,Church,FALSE
Fredensborg courtyard housing,Yes,Utzon,Copenhagen,Sweden,1956,1963,0,0,1,0,1,0.9890815616,house,Single-Family Housing,FALSE
Swedish House,Yes,Larsen,Trondheim,Sweden,1950,1950,0,0,1,0,1,0.9251899123,house,Hospital / Clinic / Dispensary,FALSE
Moesgaard Museum,Yes,Aarhus,Copenhagen,Denmark,1975,1960,0,1,1,0,2,0.9726544619,museum,Museum,TRUE
Stockholm Town Hall,Yes,Ragnar Ostberg,Stockholm,Sweden,1923,1923,0,1,0,0,1,0.9965133667,house,Town Hall or Municipality,FALSE
City Theatre,Yes,Asplund,Malmö,Swedish,1943,1943,0,1,2,0,3,0.9984140197,Plan,Theater,FALSE
Forest Crematorium,Yes,Asplund,Stockholm,Swedish,1940,1940,0,1,0,0,1,0.9994772077,sanatorium,Hospital / Clinic / Dispensary,FALSE
Woodland Cemetery,Yes,Asplund,Stockholm,Swedish,1939,1940,0,0,2,1,3,0.9970721006,Forest Crematorium,Cemetery,FALSE
Main Crematorium,Yes,Asplund,Stockholm,Swedish,1940,1940,0,0,1,0,1,0.9471862912,sanatorium,Cemetery,FALSE
Swedish Pavilion,Yes,Ferdinand Boberg,Lindsborg,Swedish,1904,1904,0,1,0,0,1,0.9997489452,house,Meeting Pavilion,TRUE
Byker Wall complex,Yes,Erskine,Newcastle,England,1981,1981,0,1,0,0,1,0.9614101052,residential,Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital,FALSE
Ski Hotel,Yes,Erskine,Borgafjall,Sweden,1950,1950,0,1,1,0,2,0.9993348122,Ski Hotel,Hotel,FALSE
Paper - making Factory,Yes,The final answer: the architect/s,New York,United States,1905,1905,0,0,0,1,1,0.9361974001,Paper - making Factory,Printing House,FALSE
Institute National Insurance,No,,,,,,,,,,,,,,
Film House,Yes,Lewerentz,Stockholm,Sweden,1964,1964,0,1,2,0,3,0.9976537228,house,Cinema,FALSE
Culture Centre,Yes,Lewerentz,Stockholm,Sweden,1976,1976,0,2,0,0,2,0.9899348319,office,Cultural or Exhibition Center,FALSE
Sergels torg square,No,,,,,,,,,,,,,,
Bank Sweden,No,,,,,,,,,,,,,,
Swedish Film House,Yes,Celsing,Stockholm,Sweden,1964,1964,0,0,2,0,2,0.9790510237,house,Radio Broadcasting Studios,FALSE
Skansen restaurant,Yes,Lars Backer,Oslo,Norway,1925,1925,0,0,0,1,1,0.9665682316,restaurant,Restaurant / Bar / Coffee Shop,FALSE
Dammann House,Yes,Arne Korsmo,Oslo,Norway,1932,1932,0,1,1,0,2,0.9987003803,house,Hospital / Clinic / Dispensary,FALSE
Palisades,No,,,,,,,,,,,,,,
Twin Houses,Yes,Col. Henry Shaw,Shawboro,United States,1797,1797,0,1,1,0,2,0.9937560558,House,Single-Family Housing,TRUE
Norwegian Pavilion,Yes,Sverre Fehn,Brussels,Norway,1958,1958,0,0,1,0,1,0.9995335937,house,Meeting Pavilion,FALSE
Schreiner House,Yes,Sverre Fehn,Oslo,Norway,1963,1963,0,0,1,1,2,0.998693198,house,Hospital / Clinic / Dispensary,FALSE
Nordic Pavilion,Yes,Sverre Fehn,Venice,Norway,1962,1968,0,1,2,0,3,0.9959608316,exhibition space,Meeting Pavilion,FALSE
Underland,No,,,,,,,,,,,,,,
Wessel Houses,Yes,Sverre Fehn,Oslo,Norway,1960,1965,0,1,0,0,1,0.9859499931,house,Single-Family Housing,FALSE
Otaniemi Church,Yes,Heikki Siren,Helsinki,Sweden,1957,1957,0,1,0,0,1,0.9997984767,Church,Church,FALSE
Olari Church,Yes,Gheorghe Tattarescu,Helsinki,Finland,1758,1758,0,1,0,0,1,0.9991810322,house,Church,TRUE
Myyrmaki Church,Yes,Juha Leiviskä,Vantaa,Finland,1984,1984,0,1,3,0,4,0.9611320496,house,Church,TRUE
Turku Chapel,Yes,Erik Bryggman,Helsinki,Sweden,1941,1941,0,1,0,0,1,0.9990682602,Church,Church,FALSE
Marimekko textile plant,Yes,Erkki Kairamo,Helsinki,Sweden,1974,1974,0,1,0,0,1,0.9986100793,industrial,Factory,FALSE
Westend housing,Yes,Erkki Kairamo,Espoo,Sweden,1982,1982,0,1,0,0,1,0.9858286977,Westend housing,Single-Family Housing,FALSE
Itakeskus shopping centre,No,,,,,,,,,,,,,,
Jyvaskyla Airport,No,,,,,,,,,,,,,,
Hestra Estate,Yes,Tuomo Siitonen,Sweden,Sweden,1992,1992,0,0,1,0,1,0.9989936948,office,Farm / Stable,FALSE
Science Centre,Yes,Mikko Heikkinen and Markku Komonen,Vantaa,Finland,1986,1986,0,2,1,0,3,0.9969364405,Science Centre,Laboratory,FALSE
Community Centre,Yes,Housing Development Board,Singapore,Singapore,1901,1911,0,10,5,0,15,0.9575275183,community hall,Civic Center,TRUE
Sello Library,Yes,Palace Kämp Group,Espoo City,Finland,2002,2002,0,0,1,0,1,0.9418757558,Building,Library,TRUE
Music Hall,Yes,Victorian-style,North Woolwich,England,1856,1856,0,1,3,0,4,0.9378650188,Music Hall,Restaurant / Bar / Coffee Shop,TRUE
Finnforest Modular Office,Yes,Pekka Helin,Espoo,Finland,2005,2005,0,1,0,0,1,0.9993556142,office,Government Administrative Offices,FALSE
Shipboy Housing,Yes,Pekka Helin,Helsinki,Finland,1995,1995,0,1,2,0,3,0.9995901982,house,Single-Family Housing,FALSE
Villa Krona,Yes,Aalto,Kimito6n,Finland,2010,2010,0,1,1,0,2,0.9632696807,villa,Hospital / Clinic / Dispensary,FALSE
Chinese Television Headquarters,Yes,Rem Koolhaas,Beijing,China,2006,2006,0,1,0,0,1,0.9967159629,Chinese Television Headquarters,Radio Broadcasting Studios,FALSE
Burj Tower,Yes,Rem Koolhaas,Dubai,China,2006,2008,0,1,0,0,1,0.9997674823,"Skyscrapers of a much greater height are equally symptomatic of our ‘society of spectacle’, in which cities compete for the dubious honour of realizing the world’s tallest building. Dubai has been the leading contender, with its 160-storey Burj Tower designed by Skidmore, Owings and Merrill. While such extravagances seem increasingly irresistible in capital cities throughout the developed world, global megalopoli are ever more attended by large masses of impoverished people, particularly in countries under development. Here, cities with already congested infrastructures continue to become denser, so that the population within the metropolitan region of Mexico City now stands at 21 million, along with that of Beijing and Mumbai at around 20 million each, Sao Paulo at 12 million,",Observation Tower,FALSE
IBM Campus,Yes,Peter Walker,Solana,Texas,1992,1992,0,0,2,0,2,0.9980119467,office,University Auditorium,FALSE
Marina Linear Park,Yes,Walker,San Diego,California,1988,1988,0,0,1,0,1,0.9997237921,park,Park,FALSE
Autobahn,No,,,,,,,,,,,,,,
St Gotthard Tunnel,Yes,Rino Tami,Alps,Switzerland,1963,1983,0,1,0,0,1,0.9997842908,sanatorium,Bridge,FALSE
Bach de Roda bridge,Yes,Santiago Calatrava,Barcelona,Spain,1984,1987,0,0,0,1,1,0.9939371943,bridge,Bridge,TRUE
L ' Illa complex,Yes,L ' Illa,Milan,Italy,1905,1905,0,0,0,1,1,0.9992094835,sanatorium,Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital,FALSE
Avenida Diagonal,No,,,,,,,,,,,,,,
Eixample,Yes,Antoni Gaud,Barcelona,Spanish,19th,early 20th centuries,0,1,0,0,1,0.9967595935,house,Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital / Clinic / Dispensary-Hospital,TRUE
